,age,irish_temperature,irish_rainfall,global_ch4,global_temp_x,global_temp_y,global_co2_x,sigma mean_x,global_co2_y,sigma mean_y
3596,9596.10449,,,,217.28602150537637,217.28602150537637,,,,
3597,9607.35,,,,216.8,216.8,,,,
3598,9614.36035,,,,216.22602150537637,216.22602150537637,,,,
3599,9626.44,,,,217.9,217.9,,,,
3600,9633.125,,,,217.30602150537635,217.30602150537635,,,,
3601,9645.53,,,,217.1,217.1,,,,
3602,9651.76953,,,,217.00602150537637,217.00602150537637,,,,
3603,9664.62,,,,218.7,218.7,,,,
3604,9669.01953,,,,218.49602150537638,218.49602150537638,,,,
3605,9683.583333,,,,217.8,217.8,,,,
3606,9686.26855,,,,217.34602150537637,217.34602150537637,,,,
3607,9702.546667,,,,216.7,216.7,,,,
3608,9703.60352,,,,217.39602150537635,217.39602150537635,,,,
3609,9721.02539,,,,217.83602150537635,217.83602150537635,,,,
3610,9721.51,,,,217.8,217.8,,,,
3611,9738.43359,,,,217.31602150537637,217.31602150537637,,,,
3612,9739.94,,,,217.5,217.5,,,,
3613,9755.05371,,,,218.71602150537637,218.71602150537637,,,,
3614,9758.37,,,,219.0,219.0,,,,
3615,9771.61035,,,,218.00602150537637,218.00602150537637,,,,
3616,9776.8,,,,217.9,217.9,,,,
3617,9788.9502,,,,214.98602150537636,214.98602150537636,,,,
3618,9794.956667,,,,217.9,217.9,,,,
3619,9808.65137,,,,217.25602150537637,217.25602150537637,,,,
3620,9813.113333,,,,218.4,218.4,,,,
3621,9828.33984,,,,217.18602150537637,217.18602150537637,,,,
3622,9831.27,,,,217.8,217.8,,,,
3623,9847.20898,,,,215.81602150537637,215.81602150537637,,,,
3624,9848.906667,,,,219.3,219.3,,,,
3625,9866.01172,,,,218.06602150537637,218.06602150537637,,,,
3626,9866.543333,,,,218.5,218.5,,,,
3627,9884.18,,,,215.5,215.5,,,,
3628,9884.24121,,,,216.77602150537635,216.77602150537635,,,,
3629,9901.97559,,,,217.53602150537637,217.53602150537637,,,,
3630,9904.296667,,,,217.8,217.8,,,,
3631,9919.73633,,,,216.73602150537636,216.73602150537636,,,,
3632,9924.413333,,,,217.7,217.7,,,,
3633,9938.54395,,,,216.41602150537636,216.41602150537636,,,,
3634,9944.53,,,,216.4,216.4,,,,
3635,9957.35059,,,,217.73602150537636,217.73602150537636,,,,
3636,9963.553333,,,,218.6,218.6,,,,
3637,9975.7627,,,,217.02602150537635,217.02602150537635,,,,
3638,9982.576667,,,,217.3,217.3,,,,
3639,9993.95703,,,,216.63602150537636,216.63602150537636,,,,
3640,10001.6,,,,218.1,218.1,,,,
3641,10011.9775,,,,217.64602150537635,217.64602150537635,,,,
3642,10020.83333,,,,217.3,217.3,,,,
3643,10029.3438,,,,217.70602150537636,217.70602150537636,,,,
3644,10040.06667,,,,217.0,217.0,,,,
3645,10046.71,,,,217.18602150537637,217.18602150537637,,,,
3646,10059.3,,,,218.3,218.3,,,,
3647,10064.6074,,,,217.67602150537635,217.67602150537635,,,,
3648,10078.33333,,,,217.6,217.6,,,,
3649,10082.8076,,,,216.20602150537636,216.20602150537636,,,,
3650,10097.36667,,,,217.2,217.2,,,,
3651,10100.7148,,,,217.40602150537637,217.40602150537637,,,,
3652,10116.4,,,,218.2,218.2,,,,
3653,10117.3848,,,,218.77602150537635,218.77602150537635,,,,
3654,10134.0547,,,,217.81602150537637,217.81602150537637,,,,
3655,10134.83333,,,,218.3,218.3,,,,
3656,10151.3037,,,,217.36602150537635,217.36602150537635,,,,
3657,10153.26667,,,,217.8,217.8,,,,
3658,10169.0801,,,,216.91602150537636,216.91602150537636,,,,
3659,10171.7,,,,218.3,218.3,,,,
3660,10186.8447,,,,217.76602150537636,217.76602150537636,,,,
3661,10190.16667,,,,216.8,216.8,,,,
3662,10204.6504,,,,217.18602150537637,217.18602150537637,,,,
3663,10208.63333,,,,218.0,218.0,,,,
3664,10222.457,,,,216.30602150537635,216.30602150537635,,,,
3665,10227.1,,,,219.4,219.4,,,,
3666,10240.6914,,,,216.00602150537637,216.00602150537637,,,,
3667,10245.3,,,,218.4,218.4,,,,
3668,10259.3174,,,,217.99602150537638,217.99602150537638,,,,
3669,10263.5,,,,217.9,217.9,,,,
3670,10277.8193,,,,217.31602150537637,217.31602150537637,,,,
3671,10281.7,,,,217.5,217.5,,,,
3672,10295.4287,,,,217.23602150537636,217.23602150537636,,,,
3673,10300.46667,,,,218.4,218.4,,,,
3674,10313.0391,,,,217.50602150537637,217.50602150537637,,,,
3675,10319.23333,,,,217.8,217.8,,,,
3676,10331.2852,,,,215.62602150537637,215.62602150537637,,,,
3677,10338.0,,,,216.9,216.9,,,,
3678,10349.9658,,,,217.64602150537635,217.64602150537635,,,,
3679,10357.36667,,,,216.6,216.6,,,,
3680,10368.6934,,,,216.11602150537635,216.11602150537635,,,,
3681,10376.73333,,,,218.6,218.6,,,,
3682,10387.6484,,,,216.91602150537636,216.91602150537636,,,,
3683,10396.1,,,,217.9,217.9,,,,
3684,10406.6045,,,,216.67602150537635,216.67602150537635,,,,
3685,10414.9,,,,217.8,217.8,,,,
3686,10425.666,,,,215.85602150537636,215.85602150537636,,,,
3687,10433.7,,,,218.1,218.1,,,,
3688,10444.7451,,,,217.69602150537636,217.69602150537636,,,,
3689,10452.5,,,,216.2,216.2,,,,
3690,10462.4648,,,,217.91602150537636,217.91602150537636,,,,
3691,10472.2,,,,218.3,218.3,,,,
3692,10478.709,,,,218.54602150537636,218.54602150537636,,,,
3693,10491.9,,,,216.7,216.7,,,,
3694,10494.9551,,,,217.79602150537636,217.79602150537636,,,,
3695,10511.0078,,,,217.36602150537635,217.36602150537635,,,,
3696,10511.6,,,,217.5,217.5,,,,
3697,10527.0107,,,,219.50602150537637,219.50602150537637,,,,
3698,10531.56667,,,,217.3,217.3,,,,
3699,10543.0801,,,,216.15602150537637,216.15602150537637,,,,
3700,10551.53333,,,,216.5,216.5,,,,
3701,10561.7129,,,,217.26602150537636,217.26602150537636,,,,
3702,10571.5,,,,218.3,218.3,,,,
3703,10580.3486,,,,216.83602150537635,216.83602150537635,,,,
3704,10589.2,,,,218.5,218.5,,,,
3705,10599.0938,,,,216.50602150537637,216.50602150537637,,,,
3706,10606.9,,,,219.2,219.2,,,,
3707,10617.9082,,,,216.74602150537638,216.74602150537638,,,,
3708,10624.6,,,,218.4,218.4,,,,
3709,10636.5059,,,,216.87602150537637,216.87602150537637,,,,
3710,10641.63333,,,,218.0,218.0,,,,
3711,10654.5195,,,,217.11602150537635,217.11602150537635,,,,
3712,10658.66667,,,,220.1,220.1,,,,
3713,10672.5352,,,,218.24602150537638,218.24602150537638,,,,
3714,10675.7,,,,216.8,216.8,,,,
3715,10690.502,,,,216.61602150537635,216.61602150537635,,,,
3716,10695.3,,,,217.9,217.9,,,,
3717,10708.46,,,,216.54602150537636,216.54602150537636,,,,
3718,10714.9,,,,217.5,217.5,,,,
3719,10726.8691,,,,216.37602150537637,216.37602150537637,,,,
3720,10734.5,,,,217.1,217.1,,,,
3721,10746.2324,,,,216.30602150537635,216.30602150537635,,,,
3722,10753.9,,,,217.4,217.4,,,,
3723,10765.5918,,,,216.42602150537635,216.42602150537635,,,,
3724,10773.3,,,,217.5,217.5,,,,
3725,10784.1104,,,,217.03602150537637,217.03602150537637,,,,
3726,10792.7,,,,217.8,217.8,,,,
3727,10802.6348,,,,217.16602150537636,217.16602150537636,,,,
3728,10811.63333,,,,218.9,218.9,,,,
3729,10820.6396,,,,217.63602150537636,217.63602150537636,,,,
3730,10830.56667,,,,217.3,217.3,,,,
3731,10838.3174,,,,216.87602150537637,216.87602150537637,,,,
3732,10849.5,,,,217.2,217.2,,,,
3733,10856.1475,,,,216.02602150537635,216.02602150537635,,,,
3734,10869.5,,,,217.0,217.0,,,,
3735,10875.415,,,,216.58602150537635,216.58602150537635,,,,
3736,10889.5,,,,217.0,217.0,,,,
3737,10894.6758,,,,217.05602150537635,217.05602150537635,,,,
3738,10909.5,,,,217.1,217.1,,,,
3739,10912.8857,,,,217.66602150537636,217.66602150537636,,,,
3740,10928.8,,,,217.7,217.7,,,,
3741,10930.7822,,,,216.42602150537635,216.42602150537635,,,,
3742,10948.1,,,,217.8,217.8,,,,
3743,10949.2148,,,,215.57602150537636,215.57602150537636,,,,
3744,10967.4,,,,218.3,218.3,,,,
3745,10968.9082,,,,216.72602150537637,216.72602150537637,,,,
3746,10986.6,,,,217.5,217.5,,,,
3747,10988.5869,,,,217.26602150537636,217.26602150537636,,,,
3748,11005.8,,,,216.7,216.7,,,,
3749,11006.1572,,,,217.11602150537635,217.11602150537635,,,,
3750,11023.7334,,,,217.68602150537637,217.68602150537637,,,,
3751,11025.0,,,,217.3,217.3,,,,
3752,11041.708,,,,217.30602150537635,217.30602150537635,,,,
3753,11044.43333,,,,217.7,217.7,,,,
3754,11060.0918,,,,215.93602150537637,215.93602150537637,,,,
3755,11063.86667,,,,218.4,218.4,,,,
3756,11078.5186,,,,216.24602150537638,216.24602150537638,,,,
3757,11083.3,,,,217.1,217.1,,,,
3758,11097.5898,,,,216.91602150537636,216.91602150537636,,,,
3759,11103.53333,,,,216.3,216.3,,,,
3760,11116.6689,,,,215.97602150537637,215.97602150537637,,,,
3761,11123.76667,,,,217.4,217.4,,,,
3762,11136.4746,,,,215.76602150537636,215.76602150537636,,,,
3763,11144.0,,,,218.0,218.0,,,,
3764,11156.5488,,,,216.45602150537636,216.45602150537636,,,,
3765,11162.76667,,,,217.8,217.8,,,,
3766,11175.1875,,,,217.75602150537637,217.75602150537637,,,,
3767,11181.53333,,,,218.4,218.4,,,,
3768,11192.2822,,,,217.91602150537636,217.91602150537636,,,,
3769,11200.3,,,,218.0,218.0,,,,
3770,11209.3838,,,,217.56602150537637,217.56602150537637,,,,
3771,11219.96667,,,,216.6,216.6,,,,
3772,11227.6016,,,,217.09602150537637,217.09602150537637,,,,
3773,11239.63333,,,,217.0,217.0,,,,
3774,11245.9404,,,,215.23602150537636,215.23602150537636,,,,
3775,11259.3,,,,217.6,217.6,,,,
3776,11264.5518,,,,216.77602150537635,216.77602150537635,,,,
3777,11280.03333,,,,216.7,216.7,,,,
3778,11283.459,,,,217.06602150537637,217.06602150537637,,,,
3779,11300.76667,,,,216.5,216.5,,,,
3780,11302.1328,,,,216.43602150537637,216.43602150537637,,,,
3781,11318.9443,,,,218.67602150537635,218.67602150537635,,,,
3782,11321.5,,,,217.2,217.2,,,,
3783,11335.752,,,,218.49602150537638,218.49602150537638,,,,
3784,11340.23333,,,,218.5,218.5,,,,
3785,11353.6064,,,,215.61602150537635,215.61602150537635,,,,
3786,11358.96667,,,,218.6,218.6,,,,
3787,11372.5303,,,,216.60602150537636,216.60602150537636,,,,
3788,11377.7,,,,218.3,218.3,,,,
3789,11391.5273,,,,215.79602150537636,215.79602150537636,,,,
3790,11397.26667,,,,217.8,217.8,,,,
3791,11410.9902,,,,216.61602150537635,216.61602150537635,,,,
3792,11416.83333,,,,216.0,216.0,,,,
3793,11430.4473,,,,217.01602150537636,217.01602150537636,,,,
3794,11436.4,,,,217.5,217.5,,,,
3795,11448.0908,,,,217.80602150537635,217.80602150537635,,,,
3796,11455.66667,,,,217.8,217.8,,,,
3797,11465.3408,,,,217.52602150537635,217.52602150537635,,,,
3798,11474.93333,,,,217.2,217.2,,,,
3799,11482.4912,,,,218.17602150537635,218.17602150537635,,,,
3800,11494.2,,,,219.4,219.4,,,,
3801,11499.3379,,,,217.66602150537636,217.66602150537636,,,,
3802,11513.23333,,,,219.2,219.2,,,,
3803,11516.1816,,,,216.65602150537637,216.65602150537637,,,,
3804,11532.26667,,,,216.4,216.4,,,,
3805,11534.6416,,,,216.05602150537635,216.05602150537635,,,,
3806,11551.3,,,,217.4,217.4,,,,
3807,11554.0088,,,,216.46602150537637,216.46602150537637,,,,
3808,11571.83333,,,,216.5,216.5,,,,
3809,11573.4229,,,,216.22602150537637,216.22602150537637,,,,
3810,11592.36667,,,,217.4,217.4,,,,
3811,11592.9346,,,,216.23602150537636,216.23602150537636,,,,
3812,11612.4434,,,,217.19602150537636,217.19602150537636,,,,
3813,11612.9,,,,217.8,217.8,,,,
3814,11630.7852,,,,216.33602150537635,216.33602150537635,,,,
3815,11631.5,,,,218.6,218.6,,,,
3816,11649.1289,,,,217.39602150537635,217.39602150537635,,,,
3817,11650.1,,,,218.3,218.3,,,,
3818,11667.3623,,,,216.32602150537636,216.32602150537636,,,,
3819,11668.7,,,,218.9,218.9,,,,
3820,11685.5176,,,,217.45602150537636,217.45602150537636,,,,
3821,11687.33333,,,,218.4,218.4,,,,
3822,11703.75,,,,216.09602150537637,216.09602150537637,,,,
3823,11705.96667,,,,217.4,217.4,,,,
3824,11722.7441,,,,216.88602150537636,216.88602150537636,,,,
3825,11724.6,,,,216.8,216.8,,,,
3826,11741.7461,,,,216.50602150537637,216.50602150537637,,,,
3827,11745.33333,,,,217.2,217.2,,,,
3828,11760.4072,,,,217.45602150537636,217.45602150537636,,,,
3829,11766.06667,,,,217.0,217.0,,,,
3830,11778.9531,,,,216.08602150537635,216.08602150537635,,,,
3831,11786.8,,,,217.0,217.0,,,,
3832,11798.4639,,,,214.90602150537637,214.90602150537637,,,,
3833,11806.83333,,,,218.0,218.0,,,,
3834,11819.9482,,,,215.53602150537637,215.53602150537637,,,,
3835,11826.86667,,,,217.1,217.1,,,,
3836,11841.3965,,,,215.29602150537636,215.29602150537636,,,,
3837,11846.9,,,,218.2,218.2,,,,
3838,11862.6777,,,,215.52602150537635,215.52602150537635,,,,
3839,11866.43333,,,,217.1,217.1,,,,
3840,11883.957,,,,215.27602150537635,215.27602150537635,,,,
3841,11885.96667,,,,218.2,218.2,,,,
3842,11905.2725,,,,215.54602150537636,215.54602150537636,,,,
3843,11905.5,,,,216.9,216.9,,,,
3844,11925.73333,,,,217.7,217.7,,,,
3845,11926.5986,,,,214.60602150537636,214.60602150537636,,,,
3846,11945.96667,,,,217.3,217.3,,,,
3847,11949.4121,,,,214.74602150537638,214.74602150537638,,,,
3848,11966.2,,,,218.3,218.3,,,,
3849,11972.2861,,,,215.69602150537636,215.69602150537636,,,,
3850,11987.36667,,,,216.9,216.9,,,,
3851,11993.3936,,,,215.39602150537635,215.39602150537635,,,,
3852,12008.53333,,,,215.7,215.7,,,,
3853,12014.4326,,,,215.42602150537635,215.42602150537635,,,,
3854,12029.7,,,,216.3,216.3,,,,
3855,12036.7266,,,,214.36602150537635,214.36602150537635,,,,
3856,12052.43333,,,,216.1,216.1,,,,
3857,12059.3008,,,,214.81602150537637,214.81602150537637,,,,
3858,12075.16667,,,,216.3,216.3,,,,
3859,12082.4902,,,,214.47602150537637,214.47602150537637,,,,
3860,12097.9,,,,216.1,216.1,,,,
3861,12105.833,,,,212.94602150537636,212.94602150537636,,,,
3862,12121.16667,,,,216.4,216.4,,,,
3863,12130.8604,,,,214.35602150537636,214.35602150537636,,,,
3864,12144.43333,,,,215.4,215.4,,,,
3865,12156.1396,,,,214.41602150537636,214.41602150537636,,,,
3866,12167.7,,,,215.6,215.6,,,,
3867,12180.584,,,,213.57602150537636,213.57602150537636,,,,
3868,12190.86667,,,,216.5,216.5,,,,
3869,12204.7021,,,,214.75602150537637,214.75602150537637,,,,
3870,12214.03333,,,,216.2,216.2,,,,
3871,12227.249,,,,215.26602150537636,215.26602150537636,,,,
3872,12237.2,,,,216.3,216.3,,,,
3873,12249.9336,,,,213.77602150537635,213.77602150537635,,,,
3874,12261.4,,,,215.2,215.2,,,,
3875,12273.4033,,,,215.15602150537637,215.15602150537637,,,,
3876,12285.6,,,,215.6,215.6,,,,
3877,12297.4521,,,,213.15602150537637,213.15602150537637,,,,
3878,12309.8,,,,215.3,215.3,,,,
3879,12323.7012,,,,212.98602150537636,212.98602150537636,,,,
3880,12335.83333,,,,213.8,213.8,,,,
3881,12349.8477,,,,213.89602150537635,213.89602150537635,,,,
3882,12361.86667,,,,215.2,215.2,,,,
3883,12375.8887,,,,212.47602150537637,212.47602150537637,,,,
3884,12387.9,,,,215.3,215.3,,,,
3885,12401.6885,,,,214.21602150537637,214.21602150537637,,,,
3886,12413.06667,,,,214.4,214.4,,,,
3887,12427.3848,,,,214.62602150537637,214.62602150537637,,,,
3888,12438.23333,,,,215.6,215.6,,,,
3889,12452.1934,,,,213.28602150537637,213.28602150537637,,,,
3890,12463.4,,,,216.1,216.1,,,,
3891,12477.0107,,,,213.24602150537638,213.24602150537638,,,,
3892,12488.26667,,,,214.6,214.6,,,,
3893,12503.2119,,,,213.52602150537635,213.52602150537635,,,,
3894,12513.13333,,,,216.0,216.0,,,,
3895,12530.3105,,,,211.88602150537636,211.88602150537636,,,,
3896,12538.0,,,,214.0,214.0,,,,
3897,12559.377,,,,212.47602150537637,212.47602150537637,,,,
3898,12565.7,,,,213.8,213.8,,,,
3899,12588.3926,,,,212.21602150537637,212.21602150537637,,,,
3900,12593.4,,,,214.8,214.8,,,,
3901,12617.3242,,,,212.73602150537636,212.73602150537636,,,,
3902,12621.1,,,,213.3,213.3,,,,
3903,12645.7383,,,,212.23602150537636,212.23602150537636,,,,
3904,12648.1,,,,215.1,215.1,,,,
3905,12673.4316,,,,213.50602150537637,213.50602150537637,,,,
3906,12675.1,,,,215.5,215.5,,,,
3907,12700.4229,,,,213.03602150537637,213.03602150537637,,,,
3908,12702.1,,,,214.2,214.2,,,,
3909,12727.2959,,,,213.19602150537636,213.19602150537636,,,,
3910,12729.76667,,,,214.1,214.1,,,,
3911,12754.4102,,,,212.10602150537636,212.10602150537636,,,,
3912,12757.43333,,,,214.4,214.4,,,,
3913,12784.1279,,,,211.85602150537636,211.85602150537636,,,,
3914,12785.1,,,,212.8,212.8,,,,
3915,12812.8379,,,,213.28602150537637,213.28602150537637,,,,
3916,12815.86667,,,,213.4,213.4,,,,
3917,12840.6387,,,,212.64602150537635,212.64602150537635,,,,
3918,12846.63333,,,,213.1,213.1,,,,
3919,12867.3994,,,,213.82602150537636,213.82602150537636,,,,
3920,12877.4,,,,213.6,213.6,,,,
3921,12894.1436,,,,212.97602150537637,212.97602150537637,,,,
3922,12906.86667,,,,213.1,213.1,,,,
3923,12921.5732,,,,212.56602150537637,212.56602150537637,,,,
3924,12936.33333,,,,214.4,214.4,,,,
3925,12949.6152,,,,212.34602150537637,212.34602150537637,,,,
3926,12965.8,,,,213.9,213.9,,,,
3927,12978.3389,,,,212.80602150537635,212.80602150537635,,,,
3928,12995.5,,,,214.1,214.1,,,,
3929,13005.3965,,,,213.53602150537637,213.53602150537637,,,,
3930,13025.2,,,,213.0,213.0,,,,
3931,13032.168,,,,213.33602150537635,213.33602150537635,,,,
3932,13054.9,,,,212.7,212.7,,,,
3933,13058.9648,,,,212.77602150537635,212.77602150537635,,,,
3934,13084.5,,,,214.2,214.2,,,,
3935,13086.6318,,,,212.21602150537637,212.21602150537637,,,,
3936,13114.1,,,,213.5,213.5,,,,
3937,13115.4902,,,,212.68602150537637,212.68602150537637,,,,
3938,13143.252,,,,213.11602150537635,213.11602150537635,,,,
3939,13143.7,,,,214.7,214.7,,,,
3940,13170.4932,,,,213.91602150537636,213.91602150537636,,,,
3941,13173.0,,,,213.9,213.9,,,,
3942,13195.9873,,,,213.44602150537636,213.44602150537636,,,,
3943,13202.3,,,,213.5,213.5,,,,
3944,13221.9482,,,,212.78602150537637,212.78602150537637,,,,
3945,13231.6,,,,213.2,213.2,,,,
3946,13248.8369,,,,213.78602150537637,213.78602150537637,,,,
3947,13261.06667,,,,213.7,213.7,,,,
3948,13274.8125,,,,213.81602150537637,213.81602150537637,,,,
3949,13290.53333,,,,214.4,214.4,,,,
3950,13300.1768,,,,213.26602150537636,213.26602150537636,,,,
3951,13320.0,,,,214.2,214.2,,,,
3952,13326.6846,,,,213.10602150537636,213.10602150537636,,,,
3953,13349.8,,,,213.7,213.7,,,,
3954,13353.667,,,,212.07602150537636,212.07602150537636,,,,
3955,13379.6,,,,213.1,213.1,,,,
3956,13383.1836,,,,212.32602150537636,212.32602150537636,,,,
3957,13409.4,,,,213.6,213.6,,,,
3958,13412.043,,,,212.89602150537635,212.89602150537635,,,,
3959,13438.23333,,,,214.0,214.0,,,,
3960,13440.2119,,,,212.46602150537637,212.46602150537637,,,,
3961,13467.06667,,,,214.8,214.8,,,,
3962,13467.7861,,,,213.41602150537636,213.41602150537636,,,,
3963,13494.8799,,,,214.62602150537637,214.62602150537637,,,,
3964,13495.9,,,,214.4,214.4,,,,
3965,13519.9131,,,,212.92602150537635,212.92602150537635,,,,
3966,13524.23333,,,,213.7,213.7,,,,
3967,13545.542,,,,213.50602150537637,213.50602150537637,,,,
3968,13552.56667,,,,214.7,214.7,,,,
3969,13572.4082,,,,212.55602150537635,212.55602150537635,,,,
3970,13580.9,,,,214.7,214.7,,,,
3971,13600.4316,,,,212.40602150537637,212.40602150537637,,,,
3972,13609.2,,,,214.2,214.2,,,,
3973,13629.2363,,,,212.32602150537636,212.32602150537636,,,,
3974,13637.5,,,,214.0,214.0,,,,
3975,13658.3955,,,,212.35602150537636,212.35602150537636,,,,
3976,13665.8,,,,213.0,213.0,,,,
3977,13686.9766,,,,213.20602150537636,213.20602150537636,,,,
3978,13696.83333,,,,213.2,213.2,,,,
3979,13714.5898,,,,212.60602150537636,212.60602150537636,,,,
3980,13727.86667,,,,213.8,213.8,,,,
3981,13742.3896,,,,212.95602150537636,212.95602150537636,,,,
3982,13758.9,,,,213.4,213.4,,,,
3983,13770.2178,,,,214.32602150537636,214.32602150537636,,,,
3984,13787.5,,,,214.3,214.3,,,,
3985,13796.3457,,,,212.31602150537637,212.31602150537637,,,,
3986,13816.1,,,,215.6,215.6,,,,
3987,13822.4404,,,,214.23602150537636,214.23602150537636,,,,
3988,13844.7,,,,213.9,213.9,,,,
3989,13848.4473,,,,212.78602150537637,212.78602150537637,,,,
3990,13873.56667,,,,214.4,214.4,,,,
3991,13875.4268,,,,212.70602150537636,212.70602150537636,,,,
3992,13902.43333,,,,213.5,213.5,,,,
3993,13903.4229,,,,213.15602150537637,213.15602150537637,,,,
3994,13929.7461,,,,213.89602150537635,213.89602150537635,,,,
3995,13931.3,,,,213.3,213.3,,,,
3996,13955.624,,,,214.56602150537637,214.56602150537637,,,,
3997,13962.23333,,,,213.3,213.3,,,,
3998,13978.9863,,,,214.74602150537638,214.74602150537638,,,,
3999,13993.16667,,,,213.3,213.3,,,,
4000,14002.4414,,,,214.14602150537635,214.14602150537635,,,,
4001,14024.1,,,,214.1,214.1,,,,
4002,14027.6934,,,,213.40602150537637,213.40602150537637,,,,
4003,14053.2969,,,,213.33602150537635,213.33602150537635,,,,
4004,14053.83333,,,,213.6,213.6,,,,
4005,14080.1504,,,,212.90602150537637,212.90602150537637,,,,
4006,14083.56667,,,,213.9,213.9,,,,
4007,14106.1699,,,,214.11602150537635,214.11602150537635,,,,
4008,14113.3,,,,215.3,215.3,,,,
4009,14131.2773,,,,214.67602150537635,214.67602150537635,,,,
4010,14141.26667,,,,213.3,213.3,,,,
4011,14155.6436,,,,214.38602150537636,214.38602150537636,,,,
4012,14169.23333,,,,215.2,215.2,,,,
4013,14179.5664,,,,213.95602150537636,213.95602150537636,,,,
4014,14197.2,,,,213.7,213.7,,,,
4015,14204.5215,,,,213.24602150537638,213.24602150537638,,,,
4016,14226.2,,,,213.7,213.7,,,,
4017,14229.9482,,,,216.36602150537635,216.36602150537635,,,,
4018,14251.6855,,,,215.45602150537636,215.45602150537636,,,,
4019,14255.2,,,,214.1,214.1,,,,
4020,14272.6641,,,,215.22602150537637,215.22602150537637,,,,
4021,14284.2,,,,214.9,214.9,,,,
4022,14294.8633,,,,214.69602150537636,214.69602150537636,,,,
4023,14310.2,,,,215.5,215.5,,,,
4024,14317.7021,,,,214.88602150537636,214.88602150537636,,,,
4025,14336.2,,,,215.7,215.7,,,,
4026,14340.8975,,,,214.42602150537635,214.42602150537635,,,,
4027,14362.2,,,,215.1,215.1,,,,
4028,14364.3115,,,,214.86602150537635,214.86602150537635,,,,
4029,14389.93333,,,,214.4,214.4,,,,
4030,14390.0684,,,,212.06602150537637,212.06602150537637,,,,
4031,14417.127,,,,213.60602150537636,213.60602150537636,,,,
4032,14417.66667,,,,214.3,214.3,,,,
4033,14441.9443,,,,214.67602150537635,214.67602150537635,,,,
4034,14445.4,,,,213.9,213.9,,,,
4035,14466.5557,,,,213.21602150537637,213.21602150537637,,,,
4036,14472.4,,,,215.1,215.1,,,,
4037,14493.4365,,,,213.21602150537637,213.21602150537637,,,,
4038,14499.4,,,,215.6,215.6,,,,
4039,14520.1777,,,,213.83602150537635,213.83602150537635,,,,
4040,14526.4,,,,215.4,215.4,,,,
4041,14546.5146,,,,212.79602150537636,212.79602150537636,,,,
4042,14552.96667,,,,214.9,214.9,,,,
4043,14573.5322,,,,213.18602150537637,213.18602150537637,,,,
4044,14579.53333,,,,214.2,214.2,,,,
4045,14601.2031,,,,211.96602150537637,211.96602150537637,,,,
4046,14606.1,,,,217.4,217.4,,,,
4047,14629.36667,,,,216.4,216.4,,,,
4048,14630.5674,,,,212.44602150537636,212.44602150537636,,,,
4049,14652.63333,,,,216.2,216.2,,,,
4050,14659.8857,,,,213.16602150537636,213.16602150537636,,,,
4051,14675.9,,,,215.7,215.7,,,,
4052,14687.8242,,,,212.35602150537636,212.35602150537636,,,,
4053,14700.83333,,,,215.9,215.9,,,,
4054,14715.834,,,,212.94602150537636,212.94602150537636,,,,
4055,14725.76667,,,,215.4,215.4,,,,
4056,14743.9121,,,,213.76602150537636,213.76602150537636,,,,
4057,14750.7,,,,215.9,215.9,,,,
4058,14770.2705,,,,213.34602150537637,213.34602150537637,,,,
4059,14778.46667,,,,213.1,213.1,,,,
4060,14796.4482,,,,213.09602150537637,213.09602150537637,,,,
4061,14806.23333,,,,214.6,214.6,,,,
4062,14823.0586,,,,213.76602150537636,213.76602150537636,,,,
4063,14834.0,,,,215.7,215.7,,,,
4064,14849.6504,,,,213.36602150537635,213.36602150537635,,,,
4065,14862.03333,,,,214.2,214.2,,,,
4066,14876.2168,,,,213.13602150537636,213.13602150537636,,,,
4067,14890.06667,,,,214.2,214.2,,,,
4068,14904.249,,,,211.86602150537635,211.86602150537635,,,,
4069,14918.1,,,,214.9,214.9,,,,
4070,14933.3652,,,,215.08602150537635,215.08602150537635,,,,
4071,14947.2,,,,213.8,213.8,,,,
4072,14958.7334,,,,212.84602150537637,212.84602150537637,,,,
4073,14976.3,,,,214.2,214.2,,,,
4074,14984.2314,,,,212.28602150537637,212.28602150537637,,,,
4075,15005.4,,,,213.0,213.0,,,,
4076,15013.6973,,,,212.29602150537636,212.29602150537636,,,,
4077,15036.5,,,,213.5,213.5,,,,
4078,15042.25,,,,213.33602150537635,213.33602150537635,,,,
4079,15067.6,,,,214.2,214.2,,,,
4080,15069.832,,,,213.21602150537637,213.21602150537637,,,,
4081,15097.373,,,,212.88602150537636,212.88602150537636,,,,
4082,15098.7,,,,213.4,213.4,,,,
4083,15124.9482,,,,213.02602150537635,213.02602150537635,,,,
4084,15128.36667,,,,214.0,214.0,,,,
4085,15152.917,,,,212.62602150537637,212.62602150537637,,,,
4086,15158.03333,,,,214.8,214.8,,,,
4087,15181.5762,,,,212.22602150537637,212.22602150537637,,,,
4088,15187.7,,,,214.4,214.4,,,,
4089,15211.252,,,,211.66602150537636,211.66602150537636,,,,
4090,15216.36667,,,,214.1,214.1,,,,
4091,15242.0713,,,,211.91602150537636,211.91602150537636,,,,
4092,15245.03333,,,,214.8,214.8,,,,
4093,15273.1592,,,,211.72602150537637,211.72602150537637,,,,
4094,15273.7,,,,214.4,214.4,,,,
4095,15303.86667,,,,214.2,214.2,,,,
4096,15304.2441,,,,211.87602150537637,211.87602150537637,,,,
4097,15334.03333,,,,212.9,212.9,,,,
